CEP inicial,Latitude inicial,Longitude inicial,Dia do voo,Hora inicial,Velocidade (km/h),CEP final,Latitude final,Longitude final,Pouso,Hora final
81570001,-25.4825630,-49.2238324,1,13:35:24,36,81560250,-25.4891354,-49.2181799,NAO,13:37:21
81560250,-25.4891354,-49.2181799,1,13:37:21,36,81560480,-25.4932949,-49.2131370,SIM,13:38:58
81560480,-25.4932949,-49.2131370,1,13:38:58,36,81560570,-25.4943562,-49.2107486,NAO,13:39:44
81560570,-25.4943562,-49.2107486,1,13:39:44,36,81550430,-25.4903391,-49.2062870,NAO,13:41:11
81550430,-25.4903391,-49.2062870,1,13:41:11,36,81550490,-25.4924961,-49.2054049,NAO,13:41:38
81550490,-25.4924961,-49.2054049,1,13:41:38,36,81590576,-25.4942163,-49.2012669,NAO,13:42:59
81590576,-25.4942163,-49.2012669,1,13:42:59,36,81590045,-25.4936220,-49.1988742,NAO,13:43:47
81590045,-25.4936220,-49.1988742,1,13:43:47,36,81590578,-25.4926040,-49.2000060,NAO,13:43:59
81590578,-25.4926040,-49.2000060,1,13:43:59,36,81590577,-25.4923383,-49.2002912,NAO,13:44:01
81590577,-25.4923383,-49.2002912,1,13:44:01,36,81590568,-25.4865484,-49.1981544,NAO,13:45:11
81590568,-25.4865484,-49.1981544,1,13:45:11,36,81590270,-25.4844592,-49.2034738,NAO,13:45:50
81590270,-25.4844592,-49.2034738,1,13:45:50,36,81590340,-25.4869452,-49.2043714,NAO,13:46:13
81590340,-25.4869452,-49.2043714,1,13:46:13,36,81550315,-25.4881320,-49.2083150,NAO,13:46:41
81550315,-25.4881320,-49.2083150,1,13:46:41,36,81550150,-25.4770778,-49.2126544,NAO,13:48:23
81550150,-25.4770778,-49.2126544,1,13:48:23,36,81550240,-25.4774264,-49.2110857,NAO,13:48:55
81550240,-25.4774264,-49.2110857,1,13:48:55,36,81590210,-25.4814448,-49.1986113,NAO,13:53:04
81590210,-25.4814448,-49.1986113,1,13:53:04,36,81590220,-25.4821304,-49.1983599,NAO,13:53:13
81590220,-25.4821304,-49.1983599,1,13:53:13,36,82980520,-25.4702555,-49.1880231,SIM,13:56:45
82980520,-25.4702555,-49.1880231,1,13:56:45,36,82980600,-25.4666338,-49.1916780,NAO,13:57:23
82980600,-25.4666338,-49.1916780,1,13:57:23,36,82960518,-25.4654573,-49.1984885,NAO,13:58:09
82960518,-25.4654573,-49.1984885,1,13:58:09,36,82990000,-25.4637044,-49.1981216,NAO,13:58:28
82990000,-25.4637044,-49.1981216,1,13:58:28,36,82990150,-25.4599433,-49.1940915,NAO,13:59:47
82990150,-25.4599433,-49.1940915,1,13:59:47,36,82990198,-25.4560595,-49.1987434,NAO,14:00:31
82990198,-25.4560595,-49.1987434,1,14:00:31,36,82930428,-25.4555670,-49.2033254,NAO,14:01:02
82930428,-25.4555670,-49.2033254,1,14:01:02,36,82930030,-25.4568139,-49.2056962,NAO,14:01:20
82930030,-25.4568139,-49.2056962,1,14:01:20,36,82930390,-25.4608672,-49.2047594,NAO,14:02:05
82930390,-25.4608672,-49.2047594,1,14:02:05,36,82930370,-25.4627990,-49.2053097,NAO,14:02:23
82930370,-25.4627990,-49.2053097,1,14:02:23,36,82960488,-25.4654066,-49.2106499,NAO,14:03:04
82960488,-25.4654066,-49.2106499,1,14:03:04,36,82960472,-25.4657195,-49.2120583,NAO,14:03:14
82960472,-25.4657195,-49.2120583,1,14:03:14,36,82960200,-25.4685863,-49.2107939,NAO,14:03:50
82960200,-25.4685863,-49.2107939,1,14:03:50,36,81540160,-25.4663187,-49.2166009,NAO,14:04:32
81540160,-25.4663187,-49.2166009,1,14:04:32,36,81530380,-25.4625848,-49.2300931,NAO,14:06:06
81530380,-25.4625848,-49.2300931,1,14:06:06,36,82940170,-25.4546318,-49.2228321,NAO,14:08:33
82940170,-25.4546318,-49.2228321,1,14:08:33,36,82950220,-25.4538040,-49.2173703,SIM,14:10:27
82950220,-25.4538040,-49.2173703,1,14:10:27,36,82930000,-25.4522169,-49.2076849,NAO,14:13:49
82930000,-25.4522169,-49.2076849,1,14:13:49,36,82920090,-25.4493407,-49.2065936,NAO,14:14:24
82920090,-25.4493407,-49.2065936,1,14:14:24,36,82900480,-25.4457890,-49.2173394,NAO,14:15:40
82900480,-25.4457890,-49.2173394,1,14:15:40,36,82810080,-25.4396832,-49.2139927,NAO,14:17:04
82810080,-25.4396832,-49.2139927,1,14:17:04,36,82810220,-25.4362784,-49.2176039,NAO,14:17:41
82810220,-25.4362784,-49.2176039,1,14:17:41,36,82800310,-25.4363061,-49.2266446,NAO,14:18:41
82800310,-25.4363061,-49.2266446,1,14:18:41,36,82530380,-25.4300626,-49.2336060,NAO,14:19:50
82530380,-25.4300626,-49.2336060,1,14:19:50,36,82530060,-25.4253949,-49.2359359,NAO,14:20:33
82530060,-25.4253949,-49.2359359,1,14:20:33,36,82520040,-25.4135495,-49.2301157,NAO,14:23:10
82520040,-25.4135495,-49.2301157,1,14:23:10,36,82520590,-25.4131761,-49.2261972,NAO,14:24:32
82520590,-25.4131761,-49.2261972,1,14:24:32,36,82820460,-25.4179465,-49.2222827,NAO,14:25:54
82820460,-25.4179465,-49.2222827,1,14:25:54,36,82821020,-25.4233146,-49.2160678,SIM,14:27:55
